Category,Question,Solution,Interviewer,Company
OOP,Can we achieve overloading in child class,,,Devsinc
OOP,"You have to design a class of queue using stacks, how will enqueue/push and dequeue/pop work?",,,Devsinc
OOP,Shallow vs deep copy,,,Devsinc
OOP,Print even or odd without using the modulo operator. can use if statement.,,,Devsinc
OOP,Diff b/w abstraction and encapsulation,,,EMPG
OOP,Access modifier/ specifier,,,EMPG
OOP,Type of inheritance,,,EMPG
OOP,Inheritance,,,EMPG
OOP,Difference b/w overloading and overriding,,,EMPG
OOP,Overriding,,,EMPG
OOP,Static and dynamic polymorphism,,,EMPG
OOP,Polymorphism,,,EMPG
OOP,Oop pillars in details,,,EMPG
OOP,Difference between proxy and prototype design pattern,,,EMPG
OOP,Dynamic vs static binding,,,EMPG
OOP,Singleton pattern,,,EMPG
OOP,What is copy constructor,,,EMPG
OOP,Design patterns,,,EMPG
OOP,Jo framework use kiya ous may use hony waly design patterns,,,EMPG
OOP,Can we overload a constructor and destructor?,,,EMPG
OOP,Difference between private and protected,,,EMPG
OOP,What is virtual table in oop?,,,EMPG
OOP,What are templates,,,EMPG
OOP,Find an object from an array of object and delete it without affecting the order of object in array,,,EMPG
OOP,Diff b/w abstract class and interface,,,EMPG
OOP,Diffference between class and struct,,,EMPG
OOP,Can we declare a static class,,,EMPG
OOP,Difference between private and protected,,,EMPG
OOP,Can we overload constructor and destructor,,,EMPG
OOP,Aggregation,,,EMPG
OOP,Association,,,EMPG
OOP,Abstraction vs encapsulation,,,EMPG
OOP,What are pillars of oop,https://medium.com/@hamzzza.ahmed95/four-pillars-of-object-oriented-programming-oop-e8d7822aa219,,EMPG
OOP,Oop basic questions,,,EMPG
OOP,Composition vs inheritance,,,EMPG
OOP,Types of inheritance,,,EMPG
OOP,Define multiple and multilevel inheritance,,,EMPG
OOP,What is virtual table in oop,,,EMPG
OOP,Class vs struct,,,EMPG
OOP,What are templates,,,EMPG
OOP,What is copy constructor,,,EMPG
OOP,Dynamic vs static binding,,,EMPG
OOP,What is interface class,,,EMPG
OOP,What is abstract class,,,EMPG
OOP,What is virtual vs pure virtual function,,,EMPG
OOP,What is diamond problem and how we can solve it,,,EMPG
OOP,What is virtual keyword why we use it .,,,EMPG
OOP,What happens when we make them private,,,EMPG
OOP,Can we make constructor and destructor private,,,EMPG
OOP,Describe public private and protected inheritance,,,EMPG
OOP,Static vs dynamic polymorphism,,,EMPG
OOP,What is polymorphism and give its real life example,,,EMPG
OOP,What is operator overloading,,,EMPG
OOP,"In a square grid of 10x10, you have to find a path from 0,0 to 9,9 x2",,,Educative
OOP,Find the nth number in fibonnaci sequence.,,,Educative
OOP,Q2: what is singleton design pattern and how do we implement it?,,,Esketchers
OOP,"Because c++ is a polymorphic language, s does now point to an object of type circle. if shape has virtual functions t are overloaded by circle, calls to those functions on s will be redirected to the overloading circle implementation.",,,Esketchers
OOP,Q3: explain observer design pattern,,,Esketchers
OOP,Polymorphism,,,Esketchers
OOP,Parent class child class,,,Esketchers
OOP,Class,,,Esketchers
OOP,The singleton pattern is a design pattern t restricts the instantiation of a class to one object.,,,Esketchers
OOP,Diff b/w inheritance and polymorphism and their benefits,,,Esketchers
OOP,Diff b/w encapsulation and abstraction,,,Esketchers
OOP,Phir 2 technical questions they..,,,Focusteck
OOP,Real life example of polymorphism,,Mubarak Ahmad,Focusteck
OOP,Queries bi likhwai theen..,,,Focusteck
OOP,Agar bnti hai to btana kis operation se bni hai,,,Focusteck
OOP,Written test me 30-35 mcq they or 2 technical questions they..,,,Focusteck
OOP,State and props and difference between them,,Mubarak Ahmad,Focusteck
OOP,Coding question,,,Focusteck
OOP,Assessment questions,,,Focusteck
OOP,Phir analytical bi poochey,,,Focusteck
OOP,Woi jug wala question k paani bharna waghera,,,Focusteck
OOP,"Inheritance, polymorphism, encapsulation, abstractions ka baray ma pocha",,Mubarak Ahmad,Focusteck
OOP,K apne ye q kiya apne approach sai  ya galat  waghera..,,,Focusteck
OOP,Having and where ka different,,Mubarak Ahmad,Focusteck
OOP,There were 2 coding question have to attempt one of them,,Mubarak Ahmad,Focusteck
OOP,Types of polymorphism and their example,,Mubarak Ahmad,Focusteck
OOP,To  k user koi input dega say n = 5 or aapne triangle print krna aese,,,Focusteck
OOP,Aur phir oop ma access modifiers poche aur poocha agr 1 class ki privage members ko access krna ho to kese krte access,,,Focusteck
OOP,"Interview ma sawal thy k oop kiu bnai , zaroorat kiya .",,,Foomotion
OOP,Abstraction aur incapsulation ka faraq btao. private memeber ko access krwao (getter setter).,,,Foomotion
OOP,Oop k basic sawal,,,Hazelsoft
OOP,Static binding vs dynamic binding,,,INNOVICSOFT
OOP,"Room mn 4 chairs rakhni hn usko kesy maintain krein gy, kya 4 objects bnayen gy furniture class k...",,,Ismi Technology
OOP,Kehta room mn furniture rakhna hy uski class ka code,,,Ismi Technology
OOP,Kehta room bnana hy eski classes btao,,,Ismi Technology
OOP,Inheritance kya hota,,,Ismi Technology
OOP,Usk bad wo oop py agya,,,Ismi Technology
OOP,Cpp mn multiple inheritance hy java mn kiun nai,,,Ismi Technology
OOP,Overloading or override kya hy,,,Ismi Technology
OOP,Multiple and multilevel inheritance,,,MergeStack
OOP,"Inheritance,and types",,,MergeStack
OOP,Very generic oop questions,,,MergeStack
OOP,Oop basics concepts:,,,MergeStack
OOP,"Explain public , protected and private inheritance?",,,MergeStack
OOP,We have a class company and another class school. so both of these classes have same method.,,,MergeStack
OOP,Class vs object,,,MergeStack
OOP,Encapsulation example,,,MergeStack
OOP,Abstraction,,,MergeStack
OOP,Inheritance and types,,,MergeStack
OOP,Abstract class vs interface class,,,MergeStack
OOP,Overloading and overriding,,,MergeStack
OOP,Objective,,,MindStorm
OOP,Other mcqs were easy related to basic oop concepts,,,MindStorm
OOP,"Oop concepts(polymorphism along with code examples, overriding overloading",,,NETSOL
OOP,"Oop: final keyword, finally keyword",,,NETSOL
OOP,Oop: what to write in class so t it cant be inherited,,,NETSOL
OOP,Difference between abstract class and interface,,,NETSOL
OOP,Object oriented design,,,NETSOL
OOP,Design pattern and singleton design pattern,,,NETSOL
OOP,Pillers of oop,,,NETSOL
OOP,"Design patterns (waterfall model, protyping, spiral model)",,,NETSOL
OOP,"Interfaces, abstract class, interfaces vs abstract class",,,NETSOL
OOP,"Program to store objects of a class in array and  find t object whose type = ""product"" and have lowest price value",,,Nestosh
OOP,Difference between public & protected inheritance,,,OCloud Solutions
OOP,How we limit to create not more n 10 objects,,,OCloud Solutions
OOP,Factory pattern real life example,,,OCloud Solutions
OOP,Difference between factory & abstract factory pattern,,,OCloud Solutions
OOP,Purpose of abstract class,,,OCloud Solutions
OOP,D/w overloading & overidding,,,OCloud Solutions
OOP,Type of inheritance,,,OCloud Solutions
OOP,How to implement abstraction and polymorphisam . some basic oops questions,,,OCloud Solutions
OOP,Basic oop questions,,,PakWheels
OOP,Abstract classes,,,PakWheels
OOP,Abstraction & encapsulation,,,PakWheels
OOP,Overloading & overwriting,,,PakWheels
OOP,Design patterns,,,PakWheels
OOP,Interface ki implementation diamond problem ko solve krny k liy,,,Qbatch
OOP,Abstraction or encapsulation m diff,,,Qbatch
OOP,Abstract class vs interfaces,,,Qbatch
OOP,Overriding overloading,,,Qbatch
OOP,Why oop?,,,Qbatch
OOP,Pillars of oop,,,Qbatch
OOP,How do we achieve encapsulation and abstraction?,,,Qbatch
OOP,How do we achieve inheritance?,,,Qbatch
OOP,Can we make an object of abstract class?,,,Qbatch
OOP,Abstract class vs interface,,,Qbatch
OOP,Overloading vs overriding,,,Qbatch
OOP,Static vs dynamic binding,,,Qbatch
OOP,Polymorphism types,,,Qbatch
OOP,Diamond problem and its solution,,,Qbatch
OOP,Is a/has a relation,,,Qbatch
OOP,Association,,,Qbatch
OOP,Aggregation,,,Qbatch
HR/Behavioral,Intro,,,Qbatch
OOP,Aik scenario  student aur courses kay table bananay y to beech main bridge table banana,,,Qbatch
OOP,Why qbatch should hire you,,,Qbatch
OOP,"Create a uml class diagram for a hospital t manages patients, appointments and treatment plans",,,Revolving Games
OOP,Difference between abstract class and interface?,,,SSI
OOP,"If you are in a desert, create a uml diagram (showing the four pillars of oop) of whatever you see.",,,SSI
OOP,How will you explain oop to someone new to programming?,,,SSI
OOP,"Polymorphism in detail incl overloading, overriding concepts",,,SSI
OOP,Inheritance vs composition (diff in relation bw classes in both),,,SSI
OOP,Abstract vs interface,,,SSI
OOP,Object vs class,,,SSI
OOP,Can we create member variables in interfaces?,,,SSI
OOP,Can we define methods in abstract class?,,,SSI
OOP,What is abstraction?,,,SSI
OOP,"If a parent class has protected member variables and a child class inherits it and  another class inherits the child class, so can the grandchild class will be able to access the grandparent memebers?",,,SSI
OOP,What is the main technical difference between c++ and python,,,Slashnext
OOP,Destructors in python,,,Slashnext
OOP,Which operation of oop is not valid in python,,,Slashnext
OOP,Mutable and immutable data types in python,,,Slashnext
OOP,Difference between static and dynamic,,,Slashnext
OOP,If you are an undergraduate they will briefly test you subject wise,,,Slashnext
OOP,Oop pillars,,first interview,Slashnext
OOP,Destructors q use krtay,,first interview,Slashnext
OOP,Memory kitni type ki hoti,,first interview,Slashnext
OOP,Bit and 32bit system main kia difference hota,,first interview,Slashnext
OOP,Ml/ai,,Python Developer,Slashnext
OOP,Which languages are static and which are dynamic .,,,Slashnext
OOP,Sqa written test topics,,,Slashnext
OOP,Topics :,,,Slashnext
OOP,Q2: what is singleton design pattern and how do we implement it?,,,Smaritan Technologies
OOP,Q3: explain observer design pattern,,,Smaritan Technologies
OOP,Flask questions,,,Tajir
OOP,Why you prefer tajir,,,Tajir
OOP,What do you know about us?,,,Tajir
OOP,How did you know about tajir?,,,Tajir
HR/Behavioral,Introduction,,,Tajir
OOP,Endpoints,,,Tajir
OOP,What are routers,,,Tajir
OOP,What are docker images,,,Tajir
OOP,What is crud,,,Tbox Solutionz
OOP,What does -m in commit command mean,,,Tbox Solutionz
OOP,Diff between final and const,,,Tbox Solutionz
OOP,How to access a private attribute of class,,,Tbox Solutionz
OOP,What is multilevel inheritance,,,Tbox Solutionz
OOP,Should multilevel inheritance be preferred,,,Tbox Solutionz
OOP,What is encapsulation,,,Tbox Solutionz
OOP,What is abstraction give real life example,,,Tbox Solutionz
OOP,What is alternative of git,,,Tbox Solutionz
OOP,What is polymorphism give example,,,Tbox Solutionz
OOP,Remove a row from table,,,Tbox Solutionz
OOP,How to insert data into table,,,Tbox Solutionz
OOP,Basic commands in git and cloning,,,Tbox Solutionz
OOP,What is git,,,Tbox Solutionz
OOP,What is git hub,,,Tbox Solutionz
OOP,Access modifier,,,Tbox Solutionz
OOP,Sections,,,Techlogix
OOP,Logical reasoning question (1),,,Techlogix
OOP,Oop concepts questions (3),,,Techlogix
OOP,"Print(cases.get(case, ""invalid case""))",,,Technosoft
OOP,"Such as online gaming, streaming video, and voip (voice over ip).",,,Technosoft
OOP,Controller by the manufacturer.,,,Technosoft
OOP,Q6) how will you tell your grand mather you are doing software engineering on phone call,,,Technosoft
OOP,Base case,,,Technosoft
OOP,Computer networking to transmit data between two devices over a network,,,Technosoft
OOP,Q) diff b/w === and ==,,,Technosoft
OOP,Application and the network environment.,,,Technosoft
OOP,Checking for equality.,,,Technosoft
OOP,"Charts, while graphs are used for more general relationships between objects, such as social",,,Technosoft
OOP,Def switch_case(case):,,,Technosoft
OOP,"Coercion, meaning t it will attempt to convert one or both operands to a common type before",,,Technosoft
OOP,Without type coercion.,,,Technosoft
OOP,"Vertices, with no particular hierarchical structure or constraints on the edges.",,,Technosoft
OOP,"Networks, road networks, and computer networks.",,,Technosoft
OOP,Return num % 2 == 0,,,Technosoft
OOP,Memory allocation and are not necessarily contiguous.,,,Technosoft
OOP,Memory usage,,,Technosoft
OOP,"Users or stakeholders such as user management, data management, workflow management",,,Technosoft
OOP,"Software application such as usability, reliability, performance, security, and maintainability.",,,Technosoft
OOP,Fourth normal form (4nf): addresses multi-valued dependencies by creating separate,,,Technosoft
OOP,Eliminating redundancy and anomalies.,,,Technosoft
OOP,"Boyce-codd normal form (bcnf): ensures t each determinant is a candidate key,",,,Technosoft
OOP,"Non-key attribute depends on another non-key attribute, rather n depending directly on",,,Technosoft
OOP,Attributes t depend on other non-key attributes. transitive dependency occurs when a,,,Technosoft
OOP,Some examples,,,Technosoft
OOP,Related data. partial dependency occurs when a non-key attribute depends on only part of,,,Technosoft
OOP,Q14) primary vs secondary,,,Technosoft
OOP,First normal form (1nf): ensures t each table cell contains atomic values and there are,,,Technosoft
OOP,Second normal form (2nf): eliminates partial dependencies by creating separate tables for,,,Technosoft
OOP,Rd normal form (3nf): eliminates transitive dependencies by removing non-key,,,Technosoft
OOP,Tables for related data.,,,Technosoft
OOP,Serialization or marshalling.,,,Technosoft
HR/Behavioral,Provided she has no education and she is using nokia 3310 mobile?,,,Technosoft
OOP,"I would explain to my grandmother t i am working with computers and software, which are like",,,Technosoft
OOP,Advanced versions of the calculators she might be familiar with. i would tell her t my job involves,,,Technosoft
OOP,Requires a lot of problem-solving and creativity.,,,Technosoft
OOP,Def is_even(num):,,,Technosoft
OOP,Worst case.,,,Technosoft
OOP,"To explain it in a way t's relevant to her nokia 3310, i might say t my job is to make sure t",,,Technosoft
OOP,"Numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",,,Technosoft
OOP,Q8) how can we implement the switch structure of c++ in python,,,Technosoft
OOP,Technology to make sure t everyng works together smoothly.,,,Technosoft
OOP,Q17) filter in python?,,,Technosoft
OOP,Playing games. i would tell her t i work with other people who are experts in different parts of phone,,,Technosoft
OOP,"People can use their phones to do all kinds of ngs, like making calls, sending messages, and even",,,Technosoft
OOP,Q11) pickling in python,,,Technosoft
OOP,Progress towards the base case,,,Technosoft
OOP,No repeating groups of data.,,,Technosoft
OOP,"Pillars of oop or unka code likhwate like aggregation, compositions, dynamic poluphomism ka code likhein",,,Technosoft
General Coding,How abstraction is different n the funcutins as functions are also abstracting information,,,Technosoft
OOP,Difference between abstract classes and interfaces,,,Technosoft
OOP,What design patterns you know,,,Technosoft
OOP,What is the problem for which builder design pattern was created,,,Technosoft
OOP,Design patterns,,,Technosoft
OOP,Application of design patterns based on senarios,,,Technosoft
OOP,Design patterns,,,Technosoft
OOP,"Xp, on the other hand, is a specific agile methodology t focuses on delivering high-quality software",,,Technosoft
OOP,Stories to prioritize work and keep the team focused on delivering value.,,,Technosoft
OOP,Software. it values customer satisfaction and focuses on delivering value in short iterations. agile,,,Technosoft
OOP,"Methods, such as scrum, kanban, and lean, often use visual boards, daily stand-up meetings, and user",,,Technosoft
OOP,About company ------>,"SDM, k sth interview hota hay 1 to 1","
wo apko thora bht help bhi krdete hain",Technosoft
OOP,What is oop,,,Technosoft
OOP,What is polymorphishm,,,Technosoft
OOP,Explain inheritance with code examle,,,Technosoft
OOP,Why we use inheritance in method overridding,,,Technosoft
OOP,Inheritance in oop.,,,Technosoft
OOP,Real life example of abstraction.,,,Technosoft
OOP,Waterfall method,,,Technosoft
OOP,Disadvantages of inheritance,,,Technosoft
OOP,Overriding and overloading in oop.,,,Technosoft
OOP,"Q1) what is accessors, mutators, add operator?",,,Technosoft
OOP,Here are a few examples of pep 8 recommendations:,,,Technosoft
OOP,Use four spaces for indentation.,,,Technosoft
OOP,Design patterns,,,Technosoft
OOP,Limit lines to 79 characters.,,,Technosoft
OOP,Use whitespace to improve readability.,,,Technosoft
OOP,Use case points (ucp),,,Technosoft
OOP,Story points:,,,Technosoft
OOP,Q4) what is agile and xp?,,,Technosoft
OOP,Deliver high-quality software in a flexible and adaptive manner.,,,Technosoft
OOP,"Agile is a methodology t emphasizes collaboration, communication, and frequent delivery of working",,,Technosoft
OOP,Put imports at the top of the file.,,,Technosoft
OOP,Detailed discussion on polymorphism,,,Technosoft
OOP,Disadvantages of inheritance.,,,Technosoft
OOP,Pillars of oop (real life example with implementation),,,Technosoft
OOP,What is composition in oop.,,,Technosoft
OOP,Dynamic polymorphism vs static polymorphism.,,,Technosoft
OOP,Code of dynamic polymorphism,,,Technosoft
OOP,Dom element,,,Technosoft
OOP,Block level elements,,,Technosoft
OOP,Association,,,Technosoft
OOP,Aggregation,,,Technosoft
OOP,"Many mcqs regarding oop, topics as follows",,,Technosoft
OOP,Polymorphism,,,Technosoft
OOP,"Cohesion, coupling, association, inheritance and its types,",,,Technosoft
OOP,Possible ways of creating objects in inheritance,,,Technosoft
OOP,Binding,,,Technosoft
OOP,Generalization,,,Technosoft
OOP,Pillars of oop,,,Technosoft
OOP,Through how many ways classes can be related in oop,,,Technosoft
OOP,Polymorphism (example in real life + code implementation ),,,Technosoft
OOP,The difference between inline and block elements,,,Technosoft
OOP,What is oop,,,Technosoft
OOP,Why oop,,,Technosoft
OOP,Polymorphism,,,Tintash
OOP,Runtime vs static polymorphism,,,Tintash
OOP,Why static classes,,,Tintash
OOP,Difference bw static classes and functions,,,Tintash
OOP,Overloading vs overriding,,,Tintash
OOP,Private inheritance,,,Tintash
OOP,Protected keyword,,,Tintash
OOP,Overloading is static polymorphism?,,,Tintash
OOP,Final vs constant keywords,,,Tintash
OOP,Overloading vs overriding,,,Tintash
OOP,Dry run the given oop code,,,Tintash
OOP,Factory method,,,Tintash
OOP,Static members,,,Tintash
OOP,Singleton and factory pattern along with code,,,Tintash
OOP,Define classes for animals in a zoo.,,,Tintash
OOP,Pillars of oop x 2,,,Tintash
OOP,Object vs class x 2,,,Tintash
OOP,Oop real-world example,,,Tintash
OOP,Polymorphism real-world example,,,Tintash
OOP,Draw class diagram for a restaurant,,,Tintash
OOP,Encapsulation vs abstraction...most important,,,Tintash
OOP,Oop q,,,Viteace
OOP,Difference between inheritance and polymorphism,,,Viteace
OOP,Difference between static bindings and dynamic binding,,,Viteace
OOP,Diff b/w abstract class and interface,,,Xavor
OOP,How would you do multiple inheritance in c#,,,Xavor
OOP,Pillars of oop,,,Xavor
OOP,Design pattern konsa ata he (singleton ata  -> code likhwaya),,,Xavor
OOP,Modify singleton code so t only 3 instances can be created.,,,Xavor
OOP,Encapsulation kese achieve hoti he,,,folio3
OOP,Types of polymorphism,,,folio3
OOP,Oop vs functional programming,,,folio3
OOP,Pillars of oop,,,folio3
OOP,Singleton pattern with use case,,,folio3
OOP,Their is an app whatsapp isme user ki profile h...ar dp hide krni h kase krenge... whatsapp ki all possible classes kia bnegi....contact details kase store hongi....in classes ka apa mai relation kia hoga one to many etc...ar chat history maintain kase krenge hr day ki...,,,folio3
OOP,Virtual func and pure virtual functions,,,folio3
OOP,Diff between abstarction and encapsulation,,,folio3
OOP,Classes and objects,,,folio3
OOP,Diff btw oop and structural programming,,,folio3
OOP,Can abstract class extend single or multiple abstract classes?,,,goSaas
OOP,Abstract vs interface,,,goSaas
OOP,Pillars of oop,,,goSaas
OOP,Solid principals,,,goSaas
OOP,"Real world examples of objects, oop and four pillars",,,goSaas
OOP,Object created without new keyword vs obj created with new keyword where will they be stored),,Aamir Saleem,i2c
OOP,Find bugs in my code (inheritance and access specifiers),,,i2c
OOP,Garbage collection,,Aamir Saleem,i2c
OOP,Finally,,Aamir Saleem,i2c
OOP,Exceptional handling,,,i2c
OOP,Difference between cpp and java,,,i2c
OOP,Copy constructor,,,i2c
OOP,In case of multilevel inheritance how memory is managed in objects (if the grandchild class's obj is created what it would be holding in its memory),,Aamir Saleem,i2c
OOP,Constructor calling order and why s happens,,,i2c
OOP,In java how the garbage collector worksautomatically (how it de-allocates ),,,i2c
OOP,Late and early binding,,Qasim raza,i2c
OOP,Inheritance and abstraction,,Qasim raza,i2c
OOP,Is a/ has a,,Qasim raza,i2c
OOP,What method make classes to show different behaviour in polymorphism,,Majid aziz,i2c
OOP,Polymorphism example using class diagram,,Majid aziz,i2c
OOP,Polymorphism implementation,,Majid aziz,i2c
OOP,Polymorphism,,Majid aziz,i2c
OOP,Features of java,,Aamir Saleem,i2c
OOP,Diamond problem's solution in java,,Aamir Saleem,i2c
OOP,Destructor calling order,,,i2c
OOP,Composition vs inheritance,,Aamir Saleem,i2c
OOP,Memory leak,,,i2c
OOP,"Polymorphism ,types and how it work",,,i2c
OOP,Diamond problem and solution,,,i2c
OOP,Pillers of oop and their benefits,,hussain raza,i2c
OOP,What is oop,,hussain raza,i2c
OOP,Write a class room and it's sub classes,,alishan rao,i2c
OOP,Exception handling (implementation),,Aamir Saleem,i2c
OOP,Is a relationship vs has a relationship,,,i2c
OOP,Func overloading vs overriding (implement them),,Aamir Saleem,i2c
OOP,"Which language supports multiple inheritance and which does not (why not, whats the solution, implement the solution)",,,i2c
OOP,Obj vs .exe,,Aamir Saleem,i2c
OOP,Pillars of oop,,Qasim raza,i2c
OOP,Access specifiers ka farq,,,i2c
OOP,Oop ka code kia  usme bugs btanay y,,,i2c
OOP,Inheritance kio aggregate kio composition kio abstraction kio encapsulation kio polymorphism kio etc etc,,,i2c
OOP,"Oop ke jitne bhi concepts he unki kio zaroorat pari, sab kis kis problem ka solution dete hen",,,i2c
OOP,Object vs class,,Atteq ur Rehman,i2c
OOP,Structured programming and object oriented programming,,Atteq ur Rehman,i2c
OOP,Abstraction encapsulation,,Atteq ur Rehman,i2c
OOP,Inheritance polymorphism,,Atteq ur Rehman       ,i2c
OOP,Difference between abstraction and encapsulation how to implement,,Qasim raza,i2c
OOP,Inheritance code given you have to tell the output,,Qasim raza,i2c
OOP,Coupling and cohesion,,Qasim raza,i2c
OOP,"What is design pattern ,its types",,,i2c
OOP,Vtable and vptr,,,i2c
OOP,Virtual vs pure virtual,,,i2c
OOP,Interface,,,i2c
OOP,Overriding,,,i2c
OOP,Overloading,,,i2c
OOP,What happen if we include two same header in main,,,i2c
OOP,Macro,,,i2c
OOP,Jvm and other java related terms,,,i2c
OOP,Why people adopt java and why java is better,,,i2c
OOP,Java vs c++,,,i2c
OOP,Memory division and how many memory segments are available and their name,,,i2c
OOP,Rizwan tariq sheikh,,,i2c
OOP,Where is copy constructor called implicitly,,,i2c
OOP,Copy constructor object is passed by value or reference why ?,,,i2c
OOP,"What is jvm,jrd",,,i2c
OOP,What is platform specific,,,i2c
OOP,Cpp is not platform specific,,,i2c
OOP,Final keyword,,,i2c
OOP,Calling sequence of constructors,,,i2c
OOP,Create a car class and define access specifier why private and public,,,i2c
OOP,Why order of constructor calling is like s,,Qasim raza,i2c
OOP,Constructor chaining,,Qasim raza,i2c
OOP,Can we make constructor private how will we make object of such class,,,i2c
OOP,Design patterns and implementation,,,i2c
OOP,What does #ifndefine and #define in header file,,,i2c
OOP,Shallow and deep copy,,,i2c
OOP,Abstract classes code scenario based,,,i2c
OOP,Pro tip: he will try to confuse you alot but if you know the answer  stick with it,,,i2c
OOP,Memory areas of java,,,i2c
OOP,Benefits,,,i2c
OOP,Copy constructor,,,i2c
OOP,Types of inheritance,,,i2c
OOP,Static,,,i2c
OOP,Do check the concept of inner classes for composition),,,i2c
OOP,Walikumsalam,,,i2c
OOP,Imran alam gilani,,,i2c
OOP,Distributed computing: thori boht theory  basic si,,,i2c
OOP,Sda: design patterns (singleton and factory),,,i2c
OOP,"Java theory: garbage collection, jvm , jre, jdk, and how it's platform independent",,,i2c
OOP,Aamir saleem,,,i2c
OOP,Why object is receive as a reference to copy constructor,,,i2c
OOP,Const,,,i2c
OS,Where is stack located? program k sath? ya system k sath? ya os k sath?,,,Arbisoft
OS,"Race condition, semaphore, mutex, deadlock",,,Arbisoft
OS,Cpu scheduling is the basis of ___________(multiprogramming operating systems),,,Cinnova
OS,"Give max count of numbers having increasing order.for example 1 3 6,2,5,0 os here 1 3 6 are in increasing roder small to larger ,so count is 3  again 2 and 5 are also in increasing order so count is 2, and 0 is single so count is 1, similary if we have array 2,2,2,2  again count is  1.so we return max count ,in above case it is 3.",,,Devsinc
OS,Binary semaphore,,,EMPG
OS,If a process is interrupted during execution where its state and variables moved to ______ ?,,,EMPG
OS,Normalization is the process of organizing data in a database. s includes creating tables and establishing relationships between those tables according to rules designed both to protect the data and to make the database more flexible by eliminating redundancy and inconsistent dependency.,,,Esketchers
OS,Q5: a customer paid a bill by checkingout on website. he is your website customer. and the status of payment become paid. there is no difficulty in the process. how to maintain data integrity.,,,Esketchers
OS,Process or thread kya hn,,,Ismi Technology
OS,Zombie process,,,OCloud Solutions
OS,What is deadlock,,,OCloud Solutions
OS,What is mutex and zombie process?,,,OCloud Solutions
OS,What is deadlock,,,OCloud Solutions
OS,Zombie process,,,OCloud Solutions
OS,Mutex,,,OCloud Solutions
OS,What is mutex,,,OCloud Solutions
OS,"Given t courses are organized by prerequisites in the following array:				
				
prereq_courses = [				
[""software design"", ""algorithms""],				
[""foundations of computer science"", ""operating systems""],				
[""computer networks"", ""computer architecture""],				
[""computer architecture"", ""software design""],				
[""algorithms"", ""foundations of computer science""],				
[""data structures"", ""comput1er networks""]				
]				
				
# question: find the first course				
# output: 'data structures'",,,PakWheels
OS,Semaphores in os,,,SSI
OS,"Starting from oop to operating system, computer networks and db.",,,Slashnext
OS,How is memory management different in c++ and python,,,Slashnext
OS,Q5: a customer paid a bill by checkingout on website. he is your website customer. and the status of payment become paid. there is no difficulty in the process. how to maintain data integrity.,,,Smaritan Technologies
OS,"Process is called the ""divide"" step of the merge sort algorithm.",,,Technosoft
OS,Normalization is the process of organizing data in a database to reduce redundancy and,,,Technosoft
OS,T can be stored on disk or transmitted over the network. the process of pickling is also known as,,,Technosoft
OS,How many stackframes are created for a process,,,Tintash
OS,"How data stored in ram, stack or queue??",,,Tintash
OS,Mutex lock (os). how used in db. and also give a real world example apart from coding.,,,goSaas
OS,Thread joining,,,i2c
OS,Role of qa engineer in requirement gathering process?,,,i2c
OS,Thread pool,,,i2c
OS,Thread vs process,,,i2c
OS,Process vs thread,,,i2c
OS,Process vs thread,,,i2c
OS,Deadlock and avoidance,,,i2c
OS,Process vs thread,,,i2c
OS,Thread related questions,,,i2c
OS,"Os: multithreading, critical section",,,i2c
Web/Network,Delete a node from linkedlist(only value) in o(1) time and only t node address is given no head no tail and s is singly linkedlist,,,7 Vals
Web/Network,Https://leetcode.com/problems/word-search/,,,7 Vals
Web/Network,"What is json, why do we use json?? and why they develop it?
is javascript synchronous or asynchronous? and how asynchronous is handled?
pass by value vs pass by reference
status code when we'll do api call? (all 200-500 with explanation)
get vs post request difference and which one to use when.
scope (local vs global)
difference between var and let in context of scoping",,,Arbisoft
Web/Network,Api walay ki approach,,,Arbisoft
Web/Network,React component life cycle,,,Arrivy
Web/Network,Delete middle node from linked list,,,Blackstack
Web/Network,Delete node with two children in bst,,,BrainX
Web/Network,The browser's console in dev tools.,,,CQTechnologies
Web/Network,"You should use javascript only. if you face any ide issues, you can simply use",,,CQTechnologies
Web/Network,Main advantages of node over any other framework?,,,Celestial Technology
Web/Network,For what kind of tasks node is best and for what kind of tasks we should not use node?,,,Celestial Technology
Web/Network,As you said node is single threaded  how it is non-blocking?,,,Celestial Technology
Web/Network,React:,,,Celestial Technology
Web/Network,Why react?,,,Celestial Technology
Web/Network,Main features of react?,,,Celestial Technology
Web/Network,If we have props  why context api ?,,,Celestial Technology
Web/Network,Request life cycle?,,,Celestial Technology
Web/Network,Let vs var in js,,,Cinnova
Web/Network,Why async there in js-> related to multithread concept qu,,,Cinnova
Web/Network,Sync vs async in js,,,Cinnova
Web/Network,Virtual dom in js,,,Cinnova
Web/Network,Hooks in react,,,Cinnova
Web/Network,Closures in js,,,Cinnova
Web/Network,Is js a multithreading language?,,,Cinnova
Web/Network,Tree m srf aik root node h .. ye bst hai ya ni,,,Copy of Qbatch
Web/Network,Or cookies client side pr locally kahan store hoti hn,,,Copy of Qbatch
Web/Network,Restful api,,,Copy of Qbatch
Web/Network,There's a linked list whose head and tail is not known. i have a pointer pointing to any random node. delete t node. you can't traverse it.,,,Devsinc
